subject,list,item,input,output,study,recall,repeat,intrusion,task,category,period,category_input
24,3,THUNDERSTORM,19,14,true,true,0,false,2,WEATHER TERMS,1,7
24,3,FISHING,20,12,true,true,0,false,2,SPORTS,1,7
24,3,MANUSCRIPT,21,7,true,true,0,false,2,READING MATERIALS,1,7
24,3,HORSEBACK RIDING,22,3,true,true,0,false,2,SPORTS,1,8
24,3,FLOOD,23,2,true,true,0,false,2,WEATHER TERMS,1,8
24,3,CATALOGUE,24,1,true,true,0,false,2,READING MATERIALS,1,8
24,4,TANGERINE,1,6,true,true,0,false,1,FRUIT,1,1
24,4,CHILE,2,8,true,true,0,false,1,COUNTRIES,1,1
24,4,ANKLE,3,n/a,true,false,0,false,1,BODY PARTS,1,1
24,4,HOTEL,4,7,true,true,0,false,1,DWELLINGS,1,1
24,4,PARSLEY,5,10,true,true,0,false,1,SEASONINGS,1,1
24,4,SUNSHINE,6,n/a,true,false,0,false,1,WEATHER TERMS,1,1
24,4,BROWN,7,n/a,true,false,0,false,1,COLORS,1,1
24,4,FARMER,8,9,true,true,0,false,1,OCCUPATIONS,1,1
24,4,WOLF,9,14,true,true,0,false,1,FOUR-FOOTED ANIMALS,1,1
24,4,JUMP ROPE,10,13,true,true,0,false,1,TOYS,1,1
24,4,GEORGIA TECH,11,5,true,true,0,false,1,COLLEGES,1,1
24,4,SANDER,12,n/a,true,false,0,false,1,CARPENTRY TOOLS,1,1
24,4,HOSE,13,n/a,true,false,0,false,1,GARDEN TOOLS,1,1
24,4,TRACK,14,n/a,true,false,0,false,1,SPORTS,1,1
24,4,KEYBOARD,15,n/a,true,false,0,false,1,MUSICAL INSTRUMENTS,1,1
24,4,NOVEL,16,n/a,true,false,0,false,1,READING MATERIALS,1,1
24,4,SUNFLOWER,17,3,true,true,0,false,1,FLOWERS,1,1
24,4,SUNFLOWER,17,15,false,true,1,false,1,FLOWERS,1,1
24,4,COFFEE TABLE,18,16,true,true,0,false,1,FURNITURE WORDS,1,1
24,4,RACHEL,19,n/a,true,false,0,false,1,GIRL NAMES,1,1
24,4,TURKEY,20,4,true,true,0,false,1,BIRDS,1,1
24,4,EON,21,11,true,true,0,false,1,UNITS OF TIME,1,1
24,4,GENETICS,22,12,true,true,0,false,1,SCIENCES,1,1
24,4,PORCH,23,1,true,true,0,false,1,PARTS OF A BUILDING,1,1
24,4,PORSCHE,24,2,true,true,0,false,1,CAR MAKES,1,1
24,5,IOWA,1,4,true,true,0,false,3,STATES,1,1
24,5,SANCTUARY,2,n/a,true,false,0,false,3,RELIGIOUS BUILDINGS,3,1
24,5,TURNIP,3,9,true,true,0,false,3,VEGETABLES,2,1
24,5,CONVENT,4,13,true,true,0,false,3,RELIGIOUS BUILDINGS,3,2
24,5,VERMONT,5,3,true,true,0,false,3,STATES,1,2
24,5,ONION,6,n/a,true,false,0,false,3,VEGETABLES,2,2
24,5,MONASTERY,7,17,true,true,0,false,3,RELIGIOUS BUILDINGS,3,3
24,5,CABBAGE,8,n/a,true,false,0,false,3,VEGETABLES,2,3
24,5,MAINE,9,8,true,true,0,false,3,STATES,1,3
24,5,BEETS,10,n/a,true,false,0,false,3,VEGETABLES,2,4
24,5,WYOMING,11,5,true,true,0,false,3,STATES,1,4
24,5,PARISH,12,12,true,true,0,false,3,RELIGIOUS BUILDINGS,3,4
24,5,ZUCCHINI,13,n/a,true,false,0,false,3,VEGETABLES,2,5
24,5,MOSQUE,14,16,true,true,0,false,3,RELIGIOUS BUILDINGS,3,5
24,5,OHIO,15,2,true,true,0,false,3,STATES,1,5
24,5,LETTUCE,16,10,true,true,0,false,3,VEGETABLES,2,6
24,5,MARYLAND,17,6,true,true,0,false,3,STATES,1,6
24,5,MARYLAND,17,7,false,true,1,false,3,STATES,1,6
24,5,CHAPEL,18,18,true,true,0,false,3,RELIGIOUS BUILDINGS,3,6
24,5,PEAS,19,n/a,true,false,0,false,3,VEGETABLES,2,7
24,5,BASILICA,20,15,true,true,0,false,3,RELIGIOUS BUILDINGS,3,7
24,5,NEVADA,21,n/a,true,false,0,false,3,STATES,1,7
24,5,CATHEDRAL,22,14,true,true,0,false,3,RELIGIOUS BUILDINGS,3,8
24,5,CONNECTICUT,23,1,true,true,0,false,3,STATES,1,8
24,5,RADISH,24,11,true,true,0,false,3,VEGETABLES,2,8
24,6,CANYON,1,14,true,true,0,false,2,NATURAL EARTH FORMATIONS,1,1
24,6,DOLPHINS,2,4,true,true,0,false,2,FOOTBALL TEAMS,1,1
24,6,DOLPHINS,2,17,false,true,1,false,2,FOOTBALL TEAMS,1,1
24,6,WASHINGTON D.C.,3,n/a,true,false,0,false,2,CITIES,1,1
24,6,STREAM,4,n/a,true,false,0,false,2,NATURAL EARTH FORMATIONS,1,2
24,6,BENGALS,5,18,true,true,0,false,2,FOOTBALL TEAMS,1,2
24,6,RALEIGH,6,7,true,true,0,false,2,CITIES,1,2
24,6,PLAIN,7,15,true,true,0,false,2,NATURAL EARTH FORMATIONS,1,3
24,6,STEELERS,8,3,true,true,0,false,2,FOOTBALL TEAMS,1,3
24,6,BOSTON,9,n/a,true,false,0,false,2,CITIES,1,3
24,6,GIANTS,10,8,true,true,0,false,2,FOOTBALL TEAMS,1,4
24,6,TAMPA,11,6,true,true,0,false,2,CITIES,1,4
24,6,TAMPA,11,19,false,true,1,false,2,CITIES,1,4
24,6,GORGE,12,16,true,true,0,false,2,NATURAL EARTH FORMATIONS,1,4
24,6,MIAMI,13,10,true,true,0,false,2,CITIES,1,5
24,6,COLTS,14,n/a,true,false,0,false,2,FOOTBALL TEAMS,1,5
24,6,DESERT,15,11,true,true,0,false,2,NATURAL EARTH FORMATIONS,1,5
24,6,BUCCANEERS,16,9,true,true,0,false,2,FOOTBALL TEAMS,1,6
24,6,SAN DIEGO,17,n/a,true,false,0,false,2,CITIES,1,6
24,6,RIDGE,18,12,true,true,0,false,2,NATURAL EARTH FORMATIONS,1,6
24,6,GREENSBORO,19,5,true,true,0,false,2,CITIES,1,7
24,6,PATRIOTS,20,n/a,true,false,0,false,2,FOOTBALL TEAMS,1,7
24,6,CLIFF,21,13,true,true,0,false,2,NATURAL EARTH FORMATIONS,1,7
24,6,CHARGERS,22,2,true,true,0,false,2,FOOTBALL TEAMS,1,8
24,6,CHICAGO,23,n/a,true,false,0,false,2,CITIES,1,8
24,6,CAVE,24,1,true,true,0,false,2,NATURAL EARTH FORMATIONS,1,8
24,7,TOPAZ,1,6,true,true,0,false,2,PRECIOUS STONES,1,1
24,7,POP,2,n/a,true,false,0,false,2,MUSIC STYLES,1,1
24,7,COMMODORE,3,2,true,true,0,false,2,MILITARY TITLES,1,1
24,7,SOUL,4,n/a,true,false,0,false,2,MUSIC STYLES,1,2
24,7,GARNET,5,9,true,true,0,false,2,PRECIOUS STONES,1,2
24,7,OFFICER,6,n/a,true,false,0,false,2,MILITARY TITLES,1,2
24,7,JADE,7,n/a,true,false,0,false,2,PRECIOUS STONES,1,3
24,7,AIRMAN,8,n/a,true,false,0,false,2,MILITARY TITLES,1,3
24,7,PUNK,9,n/a,true,false,0,false,2,MUSIC STYLES,1,3
24,7,AMETHYST,10,10,true,true,0,false,2,PRECIOUS STONES,1,4
24,7,MARSHAL,11,n/a,true,false,0,false,2,MILITARY TITLES,1,4
24,7,GOSPEL,12,n/a,true,false,0,false,2,MUSIC STYLES,1,4
24,7,QUARTZ,13,n/a,true,false,0,false,2,PRECIOUS STONES,1,5
24,7,HEAVY METAL,14,n/a,true,false,0,false,2,MUSIC STYLES,1,5
24,7,SOLDIER,15,4,true,true,0,false,2,MILITARY TITLES,1,5
24,7,ONYX,16,11,true,true,0,false,2,PRECIOUS STONES,1,6
24,7,ADMIRAL,17,3,true,true,0,false,2,MILITARY TITLES,1,6
24,7,TECHNO,18,n/a,true,false,0,false,2,MUSIC STYLES,1,6
24,7,OPAL,19,7,true,true,0,false,2,PRECIOUS STONES,1,7
24,7,CADET,20,5,true,true,0,false,2,MILITARY TITLES,1,7
24,7,FOLK,21,n/a,true,false,0,false,2,MUSIC STYLES,1,7
24,7,PEARL,22,8,true,true,0,false,2,PRECIOUS STONES,1,8
24,7,R & B,23,n/a,true,false,0,false,2,MUSIC STYLES,1,8
24,7,MASTER SERGEANT,24,1,true,true,0,false,2,MILITARY TITLES,1,8
24,8,CORVETTE,1,8,true,true,0,false,1,CAR MAKES,1,1
24,8,KNEE,2,7,true,true,0,false,1,BODY PARTS,1,1
24,8,COBALT,3,4,true,true,0,false,1,CHEMICAL ELEMENTS,1,1
24,8,DANIELLE,4,6,true,true,0,false,1,GIRL NAMES,1,1
24,8,FINCH,5,n/a,true,false,0,false,1,BIRDS,1,1
24,8,KITE,6,n/a,true,false,0,false,1,TOYS,1,1
24,8,HARMONICA,7,n/a,true,false,0,false,1,MUSICAL INSTRUMENTS,1,1
24,8,CLOGS,8,n/a,true,false,0,false,1,FOOTWEAR,1,1
24,8,SUGAR,9,11,true,true,0,false,1,SEASONINGS,1,1
24,8,RUGBY,10,12,true,true,0,false,1,SPORTS,1,1
24,8,JANITOR,11,n/a,true,false,0,false,1,OCCUPATIONS,1,1
24,8,SOUTH AFRICA,12,n/a,true,false,0,false,1,COUNTRIES,1,1
24,8,WATERFALL,13,n/a,true,false,0,false,1,NATURAL EARTH FORMATIONS,1,1
24,8,CUCUMBER,14,n/a,true,false,0,false,1,VEGETABLES,1,1
24,8,TEAL,15,n/a,true,false,0,false,1,COLORS,1,1
24,8,GARDENIA,16,5,true,true,0,false,1,FLOWERS,1,1
24,8,DRESS,17,n/a,true,false,0,false,1,CLOTHES,1,1
24,8,FLEECE,18,9,true,true,0,false,1,FABRICS,1,1
24,8,BREAK DANCE,19,n/a,true,false,0,false,1,DANCES,1,1
24,8,CLOUDS,20,n/a,true,false,0,false,1,WEATHER TERMS,1,1
24,8,UCLA,21,10,true,true,0,false,1,COLLEGES,1,1
24,8,MONTANA,22,3,true,true,0,false,1,STATES,1,1
24,8,PHYSIOLOGY,23,1,true,true,0,false,1,SCIENCES,1,1
24,8,PAMPHLET,24,2,true,true,0,false,1,READING MATERIALS,1,1
24,9,SLIPPERS,1,9,true,true,0,false,1,FOOTWEAR,1,1
24,9,TENT,2,11,true,true,0,false,1,DWELLINGS,1,1
24,9,HALIBUT,3,12,true,true,0,false,1,FISH,1,1
24,9,JACKET,4,10,true,true,0,false,1,CLOTHES,1,1
24,9,NUTMEG,5,n/a,true,false,0,false,1,SEASONINGS,1,1
24,9,BEETLE,6,13,true,true,0,false,1,INSECTS,1,1
24,9,AZALEA,7,14,true,true,0,false,1,FLOWERS,1,1
24,9,FOXTROT,8,8,true,true,0,false,1,DANCES,1,1
24,9,SOUTH CAROLINA,9,7,true,true,0,false,1,STATES,1,1
24,9,SOCIOLOGY,10,6,true,true,0,false,1,SCIENCES,1,1
24,9,SOCIOLOGY,10,15,false,true,1,false,1,SCIENCES,1,1
24,9,BUFFALO,11,n/a,true,false,0,false,1,FOUR-FOOTED ANIMALS,1,1
24,9,MONSOON,12,n/a,true,false,0,false,1,WEATHER TERMS,1,1
24,9,STRAWBERRY,13,n/a,true,false,0,false,1,FRUIT,1,1
24,9,CRIMSON,14,n/a,true,false,0,false,1,COLORS,1,1
24,9,YALE,15,n/a,true,false,0,false,1,COLLEGES,1,1
24,9,KYLE,16,n/a,true,false,0,false,1,BOY NAMES,1,1
24,9,NINTENDO,17,5,true,true,0,false,1,TOYS,1,1
24,9,KITCHEN,18,n/a,true,false,0,false,1,PARTS OF A BUILDING,1,1
24,9,BOXING,19,n/a,true,false,0,false,1,SPORTS,1,1
24,9,WHEEL BARROW,20,n/a,true,false,0,false,1,GARDEN TOOLS,1,1
24,9,GULLY,21,4,true,true,0,false,1,NATURAL EARTH FORMATIONS,1,1
24,9,SULFUR,22,3,true,true,0,false,1,CHEMICAL ELEMENTS,1,1
24,9,PROPANE,23,2,true,true,0,false,1,SOURCES OF FUEL,1,1
24,9,CAULIFLOWER,24,1,true,true,0,false,1,VEGETABLES,1,1
24,10,USC,1,7,true,true,0,false,2,COLLEGES,1,1
24,10,DEACON,2,n/a,true,false,0,false,2,MEMBERS OF THE CLERGY,1,1
24,10,SNEAKERS,3,16,true,true,0,false,2,FOOTWEAR,1,1
24,10,DUKE,4,8,true,true,0,false,2,COLLEGES,1,2
24,10,CLEATS,5,n/a,true,false,0,false,2,FOOTWEAR,1,2
24,10,ABBOT,6,3,true,true,0,false,2,MEMBERS OF THE CLERGY,1,2
24,10,PURDUE,7,n/a,true,false,0,false,2,COLLEGES,1,3
24,10,GALOSHES,8,10,true,true,0,false,2,FOOTWEAR,1,3
24,10,CHAPLAIN,9,n/a,true,false,0,false,2,MEMBERS OF THE CLERGY,1,3
24,10,UNIVERSITY OF MICHIGAN,10,n/a,true,false,0,false,2,COLLEGES,1,4
24,10,ELDER,11,12,true,true,0,false,2,MEMBERS OF THE CLERGY,1,4
24,10,MOCCASINS,12,n/a,true,false,0,false,2,FOOTWEAR,1,4
24,10,GEORGETOWN,13,9,true,true,0,false,2,COLLEGES,1,5
24,10,VICAR,14,6,true,true,0,false,2,MEMBERS OF THE CLERGY,1,5
24,10,VICAR,14,13,false,true,1,false,2,MEMBERS OF THE CLERGY,1,5
24,10,SNOWSHOES,15,n/a,true,false,0,false,2,FOOTWEAR,1,5
24,10,PARSON,16,15,true,true,0,false,2,MEMBERS OF THE CLERGY,1,6
24,10,CORNELL,17,14,true,true,0,false,2,COLLEGES,1,6
24,10,FLATS,18,17,true,true,0,false,2,FOOTWEAR,1,6
24,10,ARCHBISHOP,19,5,true,true,0,false,2,MEMBERS OF THE CLERGY,1,7
24,10,HIGH HEELS,20,18,true,true,0,false,2,FOOTWEAR,1,7
24,10,MIT,21,4,true,true,0,false,2,COLLEGES,1,7
24,10,MINISTER,22,n/a,true,false,0,false,2,MEMBERS OF THE CLERGY,1,8
24,10,DARTMOUTH,23,2,true,true,0,false,2,COLLEGES,1,8
24,10,LOAFERS,24,1,true,true,0,false,2,FOOTWEAR,1,8
24,10,FATHER,n/a,11,false,true,0,true,2,n/a,n/a,0
24,11,NICK,1,13,true,true,0,false,2,BOY NAMES,1,1
24,11,AXE,2,n/a,true,false,0,false,2,CARPENTRY TOOLS,1,1
24,11,BUNGALOW,3,10,true,true,0,false,2,DWELLINGS,1,1
24,11,DANIEL,4,11,true,true,0,false,2,BOY NAMES,1,2
24,11,WRENCH,5,15,true,true,0,false,2,CARPENTRY TOOLS,1,2
24,11,TEPEE,6,7,true,true,0,false,2,DWELLINGS,1,2
24,11,T SQUARE,7,18,true,true,0,false,2,CARPENTRY TOOLS,1,3
24,11,BRAD,8,n/a,true,false,0,false,2,BOY NAMES,1,3
24,11,DORMITORY,9,8,true,true,0,false,2,DWELLINGS,1,3
24,11,PAUL,10,17,true,true,0,false,2,BOY NAMES,1,4
24,11,PENCIL,11,n/a,true,false,0,false,2,CARPENTRY TOOLS,1,4
24,11,ADOBE,12,n/a,true,false,0,false,2,DWELLINGS,1,4
24,11,BOLT,13,14,true,true,0,false,2,CARPENTRY TOOLS,1,5
24,11,LEAN-TO,14,9,true,true,0,false,2,DWELLINGS,1,5
24,11,GREG,15,12,true,true,0,false,2,BOY NAMES,1,5
24,11,COTTAGE,16,n/a,true,false,0,false,2,DWELLINGS,1,6
24,11,NATE,17,4,true,true,0,false,2,BOY NAMES,1,6
24,11,NAIL GUN,18,16,true,true,0,false,2,CARPENTRY TOOLS,1,6
24,11,RYAN,19,6,true,true,0,false,2,BOY NAMES,1,7
24,11,LEVEL,20,5,true,true,0,false,2,CARPENTRY TOOLS,1,7
24,11,IGLOO,21,n/a,true,false,0,false,2,DWELLINGS,1,7
24,11,SCREWDRIVER,22,2,true,true,0,false,2,CARPENTRY TOOLS,1,8
24,11,JOSH,23,3,true,true,0,false,2,BOY NAMES,1,8
24,11,TOWNHOUSE,24,1,true,true,0,false,2,DWELLINGS,1,8
24,12,VOLKSWAGEN,1,5,true,true,0,false,3,CAR MAKES,1,1
24,12,SKIRT,2,n/a,true,false,0,false,3,CLOTHES,2,1
24,12,CASHMERE,3,n/a,true,false,0,false,3,FABRICS,3,1
24,12,FERRARI,4,n/a,true,false,0,false,3,CAR MAKES,1,2
24,12,SLACKS,5,8,true,true,0,false,3,CLOTHES,2,2
24,12,LEATHER,6,n/a,true,false,0,false,3,FABRICS,3,2
24,12,SCARF,7,n/a,true,false,0,false,3,CLOTHES,2,3
24,12,MITSUBISHI,8,2,true,true,0,false,3,CAR MAKES,1,3
24,12,CHIFFON,9,12,true,true,0,false,3,FABRICS,3,3
24,12,SHORTS,10,n/a,true,false,0,false,3,CLOTHES,2,4
24,12,RAYON,11,10,true,true,0,false,3,FABRICS,3,4
24,12,AUDI,12,3,true,true,0,false,3,CAR MAKES,1,4
24,12,ROBE,13,7,true,true,0,false,3,CLOTHES,2,5
24,12,CHRYSLER,14,4,true,true,0,false,3,CAR MAKES,1,5
24,12,VELVET,15,n/a,true,false,0,false,3,FABRICS,3,5
24,12,STOCKINGS,16,6,true,true,0,false,3,CLOTHES,2,6
24,12,TWEED,17,11,true,true,0,false,3,FABRICS,3,6
24,12,ACURA,18,n/a,true,false,0,false,3,CAR MAKES,1,6
24,12,TIE,19,n/a,true,false,0,false,3,CLOTHES,2,7
24,12,LACE,20,n/a,true,false,0,false,3,FABRICS,3,7
24,12,SATURN,21,n/a,true,false,0,false,3,CAR MAKES,1,7
24,12,COAT,22,n/a,true,false,0,false,3,CLOTHES,2,8
24,12,SUBARU,23,1,true,true,0,false,3,CAR MAKES,1,8
24,12,NYLON,24,9,true,true,0,false,3,FABRICS,3,8
24,13,DECIMETER,1,17,true,true,0,false,3,UNITS OF DISTANCE,3,1
24,13,SUBJECT,2,7,true,true,0,false,3,PARTS OF SPEECH,1,1
24,13,GENERATION,3,13,true,true,0,false,3,UNITS OF TIME,2,1
24,13,CONJUNCTION,4,5,true,true,0,false,3,PARTS OF SPEECH,1,2
24,13,MICRON,5,n/a,true,false,0,false,3,UNITS OF DISTANCE,3,2
24,13,EPOCH,6,9,true,true,0,false,3,UNITS OF TIME,2,2
24,13,FATHOM,7,n/a,true,false,0,false,3,UNITS OF DISTANCE,3,3
24,13,ERA,8,8,true,true,0,false,3,UNITS OF TIME,2,3
24,13,ADVERB,9,4,true,true,0,false,3,PARTS OF SPEECH,1,3
24,13,MILLISECOND,10,n/a,true,false,0,false,3,UNITS OF TIME,2,4
24,13,LIGHT YEAR,11,14,true,true,0,false,3,UNITS OF DISTANCE,3,4
24,13,PARTICIPLE,12,2,true,true,0,false,3,PARTS OF SPEECH,1,4
24,13,WEEK,13,11,true,true,0,false,3,UNITS OF TIME,2,5
24,13,DIRECT OBJECT,14,6,true,true,0,false,3,PARTS OF SPEECH,1,5
24,13,NANOMETER,15,16,true,true,0,false,3,UNITS OF DISTANCE,3,5
24,13,GERUND,16,3,true,true,0,false,3,PARTS OF SPEECH,1,6
24,13,AGE,17,n/a,true,false,0,false,3,UNITS OF TIME,2,6
24,13,LEAGUE,18,15,true,true,0,false,3,UNITS OF DISTANCE,3,6
24,13,MILLENNIUM,19,10,true,true,0,false,3,UNITS OF TIME,2,7
24,13,PREPOSITION,20,n/a,true,false,0,false,3,PARTS OF SPEECH,1,7
24,13,FURLONG,21,18,true,true,0,false,3,UNITS OF DISTANCE,3,7
24,13,WORD,22,1,true,true,0,false,3,PARTS OF SPEECH,1,8
24,13,FORTNIGHT,23,12,true,true,0,false,3,UNITS OF TIME,2,8
24,13,NAUTICAL MILE,24,n/a,true,false,0,false,3,UNITS OF DISTANCE,3,8
24,14,DANDELION,1,13,true,true,0,false,1,FLOWERS,1,1
24,14,ISLAND,2,n/a,true,false,0,false,1,NATURAL EARTH FORMATIONS,1,1
24,14,GRAY,3,n/a,true,false,0,false,1,COLORS,1,1
24,14,ABBEY,4,n/a,true,false,0,false,1,RELIGIOUS BUILDINGS,1,1
24,14,DIVING,5,12,true,true,0,false,1,SPORTS,1,1
24,14,PRONOUN,6,n/a,true,false,0,false,1,PARTS OF SPEECH,1,1
24,14,PLATFORMS,7,6,true,true,0,false,1,FOOTWEAR,1,1
24,14,PLATFORMS,7,16,false,true,1,false,1,FOOTWEAR,1,1
24,14,ACCOUNTANT,8,14,true,true,0,false,1,OCCUPATIONS,1,1
24,14,LOUISIANA,9,8,true,true,0,false,1,STATES,1,1
24,14,NUCLEAR,10,n/a,true,false,0,false,1,SOURCES OF FUEL,1,1
24,14,NICOLE,11,10,true,true,0,false,1,GIRL NAMES,1,1
24,14,CAN OPENER,12,n/a,true,false,0,false,1,KITCHEN TOOLS,1,1
24,14,CINNAMON,13,5,true,true,0,false,1,SEASONINGS,1,1
24,14,PASSENGER SHIP,14,n/a,true,false,0,false,1,SHIPS,1,1
24,14,DUPLEX,15,n/a,true,false,0,false,1,DWELLINGS,1,1
24,14,ARTICHOKE,16,7,true,true,0,false,1,VEGETABLES,1,1
24,14,BULLETIN,17,11,true,true,0,false,1,READING MATERIALS,1,1
24,14,SEAN,18,9,true,true,0,false,1,BOY NAMES,1,1
24,14,PEACOCK,19,n/a,true,false,0,false,1,BIRDS,1,1
24,14,BANJO,20,n/a,true,false,0,false,1,MUSICAL INSTRUMENTS,1,1
24,14,SOFA,21,4,true,true,0,false,1,FURNITURE WORDS,1,1
24,14,SOFA,21,15,false,true,1,false,1,FURNITURE WORDS,1,1
24,14,MERENGUE,22,3,true,true,0,false,1,DANCES,1,1
24,14,HELIUM,23,2,true,true,0,false,1,CHEMICAL ELEMENTS,1,1
24,14,GEOLOGY,24,1,true,true,0,false,1,SCIENCES,1,1
24,15,BROCCOLI,1,8,true,true,0,false,2,VEGETABLES,1,1
24,15,BADMINTON,2,14,true,true,0,false,2,SPORTS,1,1
24,15,CAROL,3,7,true,true,0,false,2,GIRL NAMES,1,1
24,15,SKIING,4,12,true,true,0,false,2,SPORTS,1,2
24,15,CELERY,5,6,true,true,0,false,2,VEGETABLES,1,2
24,15,KRISTEN,6,n/a,true,false,0,false,2,GIRL NAMES,1,2
24,15,GREEN BEAN,7,n/a,true,false,0,false,2,VEGETABLES,1,3
24,15,VOLLEYBALL,8,11,true,true,0,false,2,SPORTS,1,3
24,15,STACY,9,9,true,true,0,false,2,GIRL NAMES,1,3
24,15,CORN,10,n/a,true,false,0,false,2,VEGETABLES,1,4
24,15,GYMNASTICS,11,n/a,true,false,0,false,2,SPORTS,1,4
24,15,SHARON,12,n/a,true,false,0,false,2,GIRL NAMES,1,4
24,15,EGGPLANT,13,n/a,true,false,0,false,2,VEGETABLES,1,5
24,15,ELIZABETH,14,16,true,true,0,false,2,GIRL NAMES,1,5
24,15,SOFTBALL,15,15,true,true,0,false,2,SPORTS,1,5
24,15,SPINACH,16,n/a,true,false,0,false,2,VEGETABLES,1,6
24,15,ICE SKATING,17,n/a,true,false,0,false,2,SPORTS,1,6
24,15,KIM,18,5,true,true,0,false,2,GIRL NAMES,1,6
24,15,FIELD HOCKEY,19,13,true,true,0,false,2,SPORTS,1,7
24,15,COURTNEY,20,n/a,true,false,0,false,2,GIRL NAMES,1,7
24,15,ASPARAGUS,21,4,true,true,0,false,2,VEGETABLES,1,7
24,15,NANCY,22,2,true,true,0,false,2,GIRL NAMES,1,8
24,15,POTATO,23,3,true,true,0,false,2,VEGETABLES,1,8
24,15,BOWLING,24,1,true,true,0,false,2,SPORTS,1,8
24,15,BOWLING,24,10,false,true,1,false,2,SPORTS,1,8
24,16,BOARD GAME,1,n/a,true,false,0,false,1,TOYS,1,1
24,16,TOASTER,2,n/a,true,false,0,false,1,KITCHEN TOOLS,1,1
24,16,SOUTH DAKOTA,3,n/a,true,false,0,false,1,STATES,1,1
24,16,RUNNING SHOES,4,7,true,true,0,false,1,FOOTWEAR,1,1
24,16,COD,5,n/a,true,false,0,false,1,FISH,1,1
24,16,HYUNDAI,6,1,true,true,0,false,1,CAR MAKES,1,1
24,16,HERBS,7,n/a,true,false,0,false,1,SEASONINGS,1,1
24,16,PLUMBER,8,6,true,true,0,false,1,OCCUPATIONS,1,1
24,16,PITCHFORK,9,11,true,true,0,false,1,GARDEN TOOLS,1,1
24,16,VEST,10,8,true,true,0,false,1,CLOTHES,1,1
24,16,BLUEBERRY,11,n/a,true,false,0,false,1,FRUIT,1,1
24,16,SHRINE,12,n/a,true,false,0,false,1,RELIGIOUS BUILDINGS,1,1
24,16,BARBARA,13,n/a,true,false,0,false,1,GIRL NAMES,1,1
24,16,ROB,14,n/a,true,false,0,false,1,BOY NAMES,1,1
24,16,PERIODICAL,15,n/a,true,false,0,false,1,READING MATERIALS,1,1
24,16,PARAKEET,16,n/a,true,false,0,false,1,BIRDS,1,1
24,16,FENCING,17,n/a,true,false,0,false,1,SPORTS,1,1
24,16,AIRCRAFT CARRIER,18,9,true,true,0,false,1,SHIPS,1,1
24,16,HUT,19,10,true,true,0,false,1,DWELLINGS,1,1
24,16,AFGHANISTAN,20,5,true,true,0,false,1,COUNTRIES,1,1
24,16,CAMEL,21,n/a,true,false,0,false,1,FOUR-FOOTED ANIMALS,1,1
24,16,ARMOIRE,22,4,true,true,0,false,1,FURNITURE WORDS,1,1
24,16,BEIGE,23,3,true,true,0,false,1,COLORS,1,1
24,16,IRIS,24,2,true,true,0,false,1,FLOWERS,1,1
24,17,RUMBA,1,9,true,true,0,false,2,DANCES,1,1
24,17,SNAPPER,2,18,true,true,0,false,2,FISH,1,1
24,17,BLUEBIRD,3,6,true,true,0,false,2,BIRDS,1,1
24,17,BLUEGILL,4,7,true,true,0,false,2,FISH,1,2
24,17,VULTURE,5,8,true,true,0,false,2,BIRDS,1,2
24,17,TANGO,6,4,true,true,0,false,2,DANCES,1,2
24,17,TANGO,6,10,false,true,1,false,2,DANCES,1,2
24,17,RAINBOW TROUT,7,n/a,true,false,0,false,2,FISH,1,3
24,17,BALLET,8,12,true,true,0,false,2,DANCES,1,3
24,17,PIGEON,9,n/a,true,false,0,false,2,BIRDS,1,3
24,17,SWING,10,11,true,true,0,false,2,DANCES,1,4
24,17,SWAN,11,n/a,true,false,0,false,2,BIRDS,1,4
24,17,MARLIN,12,5,true,true,0,false,2,FISH,1,4
24,17,LARK,13,16,true,true,0,false,2,BIRDS,1,5
24,17,GOLDFISH,14,n/a,true,false,0,false,2,FISH,1,5
24,17,WALTZ,15,n/a,true,false,0,false,2,DANCES,1,5
24,17,ANGELFISH,16,17,true,true,0,false,2,FISH,1,6
24,17,DOVE,17,13,true,true,0,false,2,BIRDS,1,6
24,17,TAP DANCE,18,n/a,true,false,0,false,2,DANCES,1,6
24,17,HUMMINGBIRD,19,19,true,true,0,false,2,BIRDS,1,7
24,17,SAMBA,20,20,true,true,0,false,2,DANCES,1,7
24,17,TUNA,21,n/a,true,false,0,false,2,FISH,1,7
24,17,JITTERBUG,22,3,true,true,0,false,2,DANCES,1,8
24,17,CATFISH,23,2,true,true,0,false,2,FISH,1,8
24,17,CATFISH,23,15,false,true,1,false,2,FISH,1,8
24,17,CANARY,24,1,true,true,0,false,2,BIRDS,1,8
24,17,PARAKEET,n/a,14,false,true,0,true,2,n/a,n/a,0
24,18,PAPRIKA,1,11,true,true,0,false,3,SEASONINGS,2,1
24,18,FOUNDATION,2,n/a,true,false,0,false,3,PARTS OF A BUILDING,3,1
24,18,SCARLET,3,6,true,true,0,false,3,COLORS,1,1
24,18,ATTIC,4,14,true,true,0,false,3,PARTS OF A BUILDING,3,2
24,18,AQUA,5,n/a,true,false,0,false,3,COLORS,1,2
24,18,GINGER,6,n/a,true,false,0,false,3,SEASONINGS,2,2
24,18,CHARTREUSE,7,4,true,true,0,false,3,COLORS,1,3
24,18,HOT SAUCE,8,10,true,true,0,false,3,SEASONINGS,2,3
